Term,Type,ECSS Standards,Branches
SFT,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-10-03C Rev.1']",['E']
SRR,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-40C', 'ECSS-E-ST-70-01C', 'ECSS-E-ST-20-01C', 'ECSS-E-ST-50C Rev. 1', 'ECSS-E-ST-32-01C Rev. 2', 'ECSS-E-ST-20C Rev.2', 'ECSS-M-ST-10C Rev. 1', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-40C Rev.1', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-80C Rev.1', 'ECSS-S-ST-00-01C', 'ECSS-U-ST-20C']","['E', 'M', 'Q', 'S', 'U']"
SVT,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-70C', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-S-ST-00-01C']","['E', 'S']"
TP,abbreviation,['ECSS-E-ST-10C Rev.1'],['E']
TRA,abbreviation,['ECSS-E-ST-10C Rev.1'],['E']
TRL,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-35C Rev. 1', 'ECSS-Q-ST-70-17C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
TRSL,abbreviation,['ECSS-E-ST-10C Rev.1'],['E']
TS,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-10-06C', 'ECSS-E-ST-35C Rev. 1', 'ECSS-E-ST-40C', 'ECSS-E-ST-70C', 'ECSS-E-ST-31-02C Rev.1', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-80C Rev.1', 'ECSS-S-ST-00-01C']","['E', 'M', 'Q', 'S']"
UM,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-60-30C']",['E']
VCD,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-35C Rev. 1', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-20-10C', 'ECSS-S-ST-00-01C', 'ECSS-U-ST-20C']","['E', 'Q', 'S', 'U']"
VP,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-31-02C Rev.1', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-S-ST-00-01C']","['E', 'S']"
w.r.t.,abbreviation,"['ECSS-E-ST-10C Rev.1', 'ECSS-E-ST-10-09C', 'ECSS-E-ST-31C', 'ECSS-E-ST-60-21C', 'ECSS-Q-ST-30-09C']","['E', 'Q']"
IEC,abbreviation,"['ECSS-E-ST-10-06C', 'ECSS-M-ST-40C Rev. 1', 'ECSS-M-ST-80C', 'ECSS-Q-ST-40-12C', 'ECSS-Q-ST-40C Rev.1']","['E', 'M', 'Q']"
BCRS,abbreviation,['ECSS-E-ST-10-09C'],['E']
BIPM,abbreviation,['ECSS-E-ST-10-09C'],['E']
CAD,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-32C Rev. 1', 'ECSS-E-ST-31-04C', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-70-12C', 'ECSS-S-ST-00-01C']","['E', 'M', 'Q', 'S']"
CCSDS,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-50-02C', 'ECSS-E-ST-50-13C', 'ECSS-E-ST-50-51C', 'ECSS-E-ST-50-53C', 'ECSS-E-ST-70C', 'ECSS-E-ST-50-05C Rev. 2', 'ECSS-E-ST-50-15C', 'ECSS-E-ST-10-24C', 'ECSS-E-ST-70-41C', 'ECSS-E-ST-50C Rev. 1', 'ECSS-S-ST-00-01C']","['E', 'S']"
CoM,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-60-30C', 'ECSS-S-ST-00-01C']","['E', 'S']"
CSD,abbreviation,['ECSS-E-ST-10-09C'],['E']
DoF,abbreviation,['ECSS-E-ST-10-09C'],['E']
GCRS,abbreviation,['ECSS-E-ST-10-09C'],['E']
IAG,abbreviation,['ECSS-E-ST-10-09C'],['E']
IAU,abbreviation,['ECSS-E-ST-10-09C'],['E']
ICRF,abbreviation,['ECSS-E-ST-10-09C'],['E']
ICRS,abbreviation,['ECSS-E-ST-10-09C'],['E']
IERS,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-10-04C Rev.1']",['E']
IMCCE,abbreviation,['ECSS-E-ST-10-09C'],['E']
ISO,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-10-12C', 'ECSS-E-ST-40C', 'ECSS-E-ST-50-13C', 'ECSS-E-ST-70-41C', 'ECSS-E-ST-31-04C', 'ECSS-E-ST-50-16C', 'ECSS-E-ST-50C Rev. 1', 'ECSS-E-ST-32-01C Rev. 2', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-70-45C', 'ECSS-Q-ST-70-46C Rev. 1', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-70-55C', 'ECSS-Q-ST-70-58C', 'ECSS-Q-ST-70-50C', 'ECSS-Q-ST-70-14C', 'ECSS-Q-ST-80C Rev.1', 'ECSS-Q-ST-70-05C Rev.1', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-70-80C', 'ECSS-S-ST-00-01C', 'ECSS-U-ST-20C']","['E', 'M', 'Q', 'S', 'U']"
ITRF,abbreviation,['ECSS-E-ST-10-09C'],['E']
ITRS,abbreviation,['ECSS-E-ST-10-09C'],['E']
IUGG,abbreviation,['ECSS-E-ST-10-09C'],['E']
JPL,abbreviation,['ECSS-E-ST-10-09C'],['E']
L/V,abbreviation,['ECSS-E-ST-10-09C'],['E']
MICD,abbreviation,['ECSS-E-ST-10-09C'],['E']
RCS,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-35C Rev. 1']",['E']
SI,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-32-01C Rev. 2']",['E']
STR,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-60-20C Rev. 2']",['E']
TAI,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-70-41C']",['E']
ToD,abbreviation,['ECSS-E-ST-10-09C'],['E']
TT,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-50-16C']",['E']
UTC,abbreviation,"['ECSS-E-ST-10-09C', 'ECSS-E-ST-50-02C', 'ECSS-E-ST-70-11C', 'ECSS-E-ST-70-31C', 'ECSS-E-ST-70-41C', 'ECSS-S-ST-00-01C']","['E', 'S']"
WGCCRE,abbreviation,['ECSS-E-ST-10-09C'],['E']
CSR,abbreviation,['ECSS-E-ST-10-11C'],['E']
DHM,abbreviation,['ECSS-E-ST-10-11C'],['E']
HCD,abbreviation,['ECSS-E-ST-10-11C'],['E']
HFE,abbreviation,"['ECSS-E-ST-10-11C', 'ECSS-E-ST-35-06C Rev.2', 'ECSS-E-ST-10-03C Rev.1']",['E']
HMI,abbreviation,"['ECSS-E-ST-10-11C', 'ECSS-E-ST-40C', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-Q-ST-80C Rev.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
NBF,abbreviation,['ECSS-E-ST-10-11C'],['E']
PF,abbreviation,['ECSS-E-ST-10-11C'],['E']
TA,abbreviation,"['ECSS-E-ST-10-11C', 'ECSS-E-ST-32-11C']",['E']
VE,abbreviation,['ECSS-E-ST-10-11C'],['E']
ADC,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-13C', 'ECSS-E-ST-50-14C', 'ECSS-S-ST-00-01C']","['E', 'S']"
ALARA,abbreviation,['ECSS-E-ST-10-12C'],['E']
APS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-Q-ST-60-15C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
ASIC,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-11C', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-60-02C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
BFO,abbreviation,['ECSS-E-ST-10-12C'],['E']
BiCMOS,abbreviation,['ECSS-E-ST-10-12C'],['E']
BJT,abbreviation,['ECSS-E-ST-10-12C'],['E']
BRYNTRN,abbreviation,['ECSS-E-ST-10-12C'],['E']
BTE,abbreviation,['ECSS-E-ST-10-12C'],['E']
CAM/CAF,abbreviation,['ECSS-E-ST-10-12C'],['E']
CCD,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
CCE,abbreviation,['ECSS-E-ST-10-12C'],['E']
CEPXS/ONELD,abbreviation,['ECSS-E-ST-10-12C'],['E']
CERN,abbreviation,['ECSS-E-ST-10-12C'],['E']
CGRO,abbreviation,['ECSS-E-ST-10-12C'],['E']
CID,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-32-01C Rev. 2']",['E']
CMOS,abbreviation,['ECSS-E-ST-10-12C'],['E']
COMPTEL,abbreviation,['ECSS-E-ST-10-12C'],['E']
CREAM,abbreviation,['ECSS-E-ST-10-12C'],['E']
CEASE,abbreviation,['ECSS-E-ST-10-12C'],['E']
CREME,abbreviation,['ECSS-E-ST-10-12C'],['E']
CSA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-M-ST-40C Rev. 1']","['E', 'M']"
CSDA,abbreviation,['ECSS-E-ST-10-12C'],['E']
CTE,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-32-08C Rev. 1', 'ECSS-E-ST-31-02C Rev.1', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-70-16C', 'ECSS-Q-ST-70-61C', 'ECSS-Q-ST-70-40C']","['E', 'Q']"
CTI,abbreviation,['ECSS-E-ST-10-12C'],['E']
CTR,abbreviation,['ECSS-E-ST-10-12C'],['E']
CZT,abbreviation,['ECSS-E-ST-10-12C'],['E']
DAC,abbreviation,['ECSS-E-ST-10-12C'],['E']
DD,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-02C']","['E', 'Q']"
DDEF,abbreviation,['ECSS-E-ST-10-12C'],['E']
DDREF,abbreviation,['ECSS-E-ST-10-12C'],['E']
DNA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-70-55C']","['E', 'Q']"
DOSRAD,abbreviation,['ECSS-E-ST-10-12C'],['E']
DRAM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
DSP,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-14C Rev.1 Corr.1']","['E', 'Q']"
DUT,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-20-01C']",['E']
EEE,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-31C', 'ECSS-E-ST-20-21C', 'ECSS-Q-ST-20C Rev.2 Corr.1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-40C Rev.1', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-10C Rev.1', 'ECSS-Q-ST-30C Rev.1', 'ECSS-Q-ST-10-09C Rev. 1', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-70-15C', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
EEPROM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-70-01C', 'ECSS-E-ST-70-11C', 'ECSS-E-ST-70C', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
EGS,abbreviation,['ECSS-E-ST-10-12C'],['E']
ELDRS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
EM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-31C', 'ECSS-E-ST-34C', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-70C', 'ECSS-E-ST-70-31C', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-20-01C', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
EPIC,abbreviation,['ECSS-E-ST-10-12C'],['E']
EPROM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
ESA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-05C Rev. 2', 'ECSS-E-ST-70-41C', 'ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-32-01C Rev. 2', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-70-58C', 'ECSS-Q-ST-70C Rev.2', 'ECSS-S-ST-00-01C', 'ECSS-U-ST-20C']","['E', 'Q', 'S', 'U']"
ESABASE,abbreviation,['ECSS-E-ST-10-12C'],['E']
ESD,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-31C', 'ECSS-E-ST-35-02C', 'ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-20C', 'ECSS-E-ST-33-11C Rev.1', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-E-ST-10-03C Rev.1', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-60-05C Rev. 1', 'ECSS-Q-ST-70-58C', 'ECSS-Q-ST-70-56C', 'ECSS-Q-ST-70-57C', 'ECSS-Q-ST-20-08C', 'ECSS-Q-ST-70-17C', 'ECSS-Q-ST-70-05C Rev.1', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-70-61C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
EVA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-34C', 'ECSS-Q-ST-70-01C']","['E', 'Q']"
FASTRAD,abbreviation,['ECSS-E-ST-10-12C'],['E']
FLUKA,abbreviation,['ECSS-E-ST-10-12C'],['E']
FPGA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-11C', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-60-02C', 'ECSS-Q-ST-60-14C Rev.1 Corr.1', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
GEANT,abbreviation,['ECSS-E-ST-10-12C'],['E']
GEO,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-35C Rev. 1', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-70C', 'ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-Q-ST-60-15C', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
GOES,abbreviation,['ECSS-E-ST-10-12C'],['E']
GRAS,abbreviation,['ECSS-E-ST-10-12C'],['E']
HERMES,abbreviation,['ECSS-E-ST-10-12C'],['E']
HETC,abbreviation,['ECSS-E-ST-10-12C'],['E']
hFE,abbreviation,['ECSS-E-ST-10-12C'],['E']
HPGe,abbreviation,['ECSS-E-ST-10-12C'],['E']
HZE,abbreviation,['ECSS-E-ST-10-12C'],['E']
IBIS,abbreviation,['ECSS-E-ST-10-12C'],['E']
IC,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-50-16C']",['E']
ICRP,abbreviation,['ECSS-E-ST-10-12C'],['E']
ICRU,abbreviation,['ECSS-E-ST-10-12C'],['E']
IGBT,abbreviation,['ECSS-E-ST-10-12C'],['E']
IML1,abbreviation,['ECSS-E-ST-10-12C'],['E']
INTEGRAL,abbreviation,['ECSS-E-ST-10-12C'],['E']
IR,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-70-02C', 'ECSS-Q-ST-70-05C Rev.1']","['E', 'Q']"
IRPP,abbreviation,['ECSS-E-ST-10-12C'],['E']
IRTS,abbreviation,['ECSS-E-ST-10-12C'],['E']
ISOCAM,abbreviation,['ECSS-E-ST-10-12C'],['E']
ISS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-32-02C Rev. 1', 'ECSS-E-ST-34C', 'ECSS-E-ST-70C', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-32-01C Rev. 2', 'ECSS-S-ST-00-01C']","['E', 'S']"
ISSP,abbreviation,['ECSS-E-ST-10-12C'],['E']
ITS,abbreviation,['ECSS-E-ST-10-12C'],['E']
JAXA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
JFET,abbreviation,['ECSS-E-ST-10-12C'],['E']
LDEF,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1']",['E']
LEO,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-31C', 'ECSS-E-ST-32-08C Rev. 1', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-70C', 'ECSS-E-ST-20-08C Rev. 1', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-E-ST-20-07C Rev. 2', 'ECSS-Q-ST-70-01C', 'ECSS-Q-ST-70C Rev.2', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
LED,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-70-50C', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
LET,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
LHI,abbreviation,['ECSS-E-ST-10-12C'],['E']
LISA,abbreviation,['ECSS-E-ST-10-12C'],['E']
LNT,abbreviation,['ECSS-E-ST-10-12C'],['E']
LOCOS,abbreviation,['ECSS-E-ST-10-12C'],['E']
LWIR,abbreviation,['ECSS-E-ST-10-12C'],['E']
MCP,abbreviation,['ECSS-E-ST-10-12C'],['E']
MCNP,abbreviation,['ECSS-E-ST-10-12C'],['E']
MCNPX,abbreviation,['ECSS-E-ST-10-12C'],['E']
MCT,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-70-05C Rev.1']","['E', 'Q']"
MCU,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
MEMS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-20-06C Rev.1']",['E']
MEO,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-60-30C', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-10-04C Rev.1']",['E']
MICAP,abbreviation,['ECSS-E-ST-10-12C'],['E']
MMOP,abbreviation,['ECSS-E-ST-10-12C'],['E']
MORSE,abbreviation,['ECSS-E-ST-10-12C'],['E']
MOS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-32C Rev. 1', 'ECSS-E-ST-33-01C Rev.2', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
MOSFET,abbreviation,['ECSS-E-ST-10-12C'],['E']
MRHWG,abbreviation,['ECSS-E-ST-10-12C'],['E']
MULASSIS,abbreviation,['ECSS-E-ST-10-12C'],['E']
MWIR,abbreviation,['ECSS-E-ST-10-12C'],['E']
NASA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-05C Rev. 2', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-32-01C Rev. 2', 'ECSS-Q-ST-40-02C', 'ECSS-Q-ST-70-58C', 'ECSS-Q-ST-70C Rev.2', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C', 'ECSS-U-ST-20C']","['E', 'Q', 'S', 'U']"
NCRP,abbreviation,['ECSS-E-ST-10-12C'],['E']
NID,abbreviation,['ECSS-E-ST-10-12C'],['E']
NIEL,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
NMOS,abbreviation,['ECSS-E-ST-10-12C'],['E']
NOVICE,abbreviation,['ECSS-E-ST-10-12C'],['E']
NPN,abbreviation,['ECSS-E-ST-10-12C'],['E']
NUREG,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-40-12C']","['E', 'Q']"
OMERE,abbreviation,['ECSS-E-ST-10-12C'],['E']
OSSE,abbreviation,['ECSS-E-ST-10-12C'],['E']
PCB,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-15C', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-50-12C Rev.1', 'ECSS-E-ST-20-06C Rev.1', 'ECSS-E-ST-50-16C', 'ECSS-E-ST-20C Rev.2', 'ECSS-M-ST-40C Rev. 1', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-30-02C', 'ECSS-Q-ST-70-28C', 'ECSS-Q-ST-70-53C', 'ECSS-Q-ST-70-50C', 'ECSS-Q-ST-70-12C', 'ECSS-Q-ST-70-60C Corr.1', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-Q-ST-70-61C', 'ECSS-S-ST-00-01C']","['E', 'M', 'Q', 'S']"
PCC,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-70C']",['E']
PIXIE,abbreviation,['ECSS-E-ST-10-12C'],['E']
PLL,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-02C', 'ECSS-E-ST-50-05C Rev. 2', 'ECSS-E-ST-50-11C']",['E']
PMOS,abbreviation,['ECSS-E-ST-10-12C'],['E']
PMT,abbreviation,['ECSS-E-ST-10-12C'],['E']
PNP,abbreviation,['ECSS-E-ST-10-12C'],['E']
PNPN,abbreviation,['ECSS-E-ST-10-12C'],['E']
PPAC,abbreviation,['ECSS-E-ST-10-12C'],['E']
PSR,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-20-08C']","['E', 'Q']"
PSTAR,abbreviation,['ECSS-E-ST-10-12C'],['E']
PWM,abbreviation,['ECSS-E-ST-10-12C'],['E']
RBE,abbreviation,['ECSS-E-ST-10-12C'],['E']
RC,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-50-11C', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-E-ST-50-16C']",['E']
RDM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
RGS,abbreviation,['ECSS-E-ST-10-12C'],['E']
RHA,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
RPP,abbreviation,['ECSS-E-ST-10-12C'],['E']
RSA,abbreviation,['ECSS-E-ST-10-12C'],['E']
RTG,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1']",['E']
RTS,abbreviation,['ECSS-E-ST-10-12C'],['E']
SBD,abbreviation,['ECSS-E-ST-10-12C'],['E']
SDRAM,abbreviation,['ECSS-E-ST-10-12C'],['E']
SHIELDOSE,abbreviation,['ECSS-E-ST-10-12C'],['E']
SEB,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SED,abbreviation,['ECSS-E-ST-10-12C'],['E']
SEDR,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C']","['E', 'Q']"
SEE,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-20-20C', 'ECSS-E-ST-60-21C', 'ECSS-E-ST-20-01C', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3', 'ECSS-S-ST-00-01C']","['E', 'Q', 'S']"
SEFI,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SEGR,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-30-11C Rev.2', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SEHE,abbreviation,['ECSS-E-ST-10-12C'],['E']
SEL,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SEPE,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-10-04C Rev.1']",['E']
SESB,abbreviation,['ECSS-E-ST-10-12C'],['E']
SET,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SEU,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-60-20C Rev. 2', 'ECSS-E-ST-10-04C Rev.1', 'ECSS-E-ST-20C Rev.2', 'ECSS-Q-ST-20-10C', 'ECSS-Q-ST-60-02C', 'ECSS-Q-ST-60-12C', 'ECSS-Q-ST-60-15C', 'ECSS-Q-ST-60C Rev. 3']","['E', 'Q']"
SMART-1,abbreviation,['ECSS-E-ST-10-12C'],['E']
SMU,abbreviation,['ECSS-E-ST-10-12C'],['E']
SOHO,abbreviation,['ECSS-E-ST-10-12C'],['E']
SOI,abbreviation,['ECSS-E-ST-10-12C'],['E']
SOS,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-40C', 'ECSS-Q-ST-80C Rev.1']","['E', 'Q']"
SPE,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-E-ST-32-02C Rev. 1', 'ECSS-E-ST-50-02C', 'ECSS-E-ST-31-02C Rev.1', 'ECSS-E-ST-10-04C Rev.1']",['E']
SPENVIS,abbreviation,['ECSS-E-ST-10-12C'],['E']
SPI,abbreviation,['ECSS-E-ST-10-12C'],['E']
SRAM,abbreviation,"['ECSS-E-ST-10-12C', 'ECSS-Q-ST-30-11C Rev.2']","['E', 'Q']"
SREM,abbreviation,['ECSS-E-ST-10-12C'],['E']
SSAT,abbreviation,['ECSS-E-ST-10-12C'],['E']
STRV,abbreviation,['ECSS-E-ST-10-12C'],['E']
SV,abbreviation,['ECSS-E-ST-10-12C'],['E']
SWIR,abbreviation,['ECSS-E-ST-10-12C'],['E']
